,_id,name,followers,genres,popularity
472,4zIBkSJcqRp4ADuFI94WvO,Darryl Worley,20847,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",46
473,0xxJO75NeIAF5jYruLYIDT,Tracy Byrd,54382,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",52
474,2BQVRw9md4UKcGUrDXABCD,Tracy Lawrence,87049,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'nashville sound', 'outlaw country', 'redneck', 'texas country', 'traditional country']",55
475,4XwKU420OWVk38vz1KvH3M,Aaron Tippin,42596,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'modern country rock', 'nashville sound', 'outlaw country', 'redneck', 'texas country', 'traditional country']",49
476,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,116416,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'nashville sound', 'outlaw country', 'redneck', 'texas country', 'traditional country']",58
477,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,26034,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']",48
478,69Etpls5a2aATUkB6NInTY,Neal McCoy,29216,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",47
479,0dlwjJe4kg9TgOMN184bJF,Mark Wills,31910,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']",48
480,7mPcfx7PhnBh6n4HMCd61A,John Michael Montgomery,84280,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck', 'traditional country']",54
481,4MPkNgar5uTd8Sqvrr7par,Clay Walker,74890,"['contemporary country', 'country', 'country christmas', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck', 'texas country', 'traditional country']",54
482,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,115353,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock']",54
483,3THMgU4KdL7LlO5TEREs2g,Joe Diffie,43356,"['contemporary country', 'country', 'country christmas', 'country gospel', 'country road', 'country rock', 'modern country rock', 'nashville sound', 'outlaw country', 'redneck', 'texas country', 'traditional country']",53
484,6vgqbvuLEUcrg7SB1kRTYE,Jason Michael Carroll,30435,"['contemporary country', 'country', 'country christmas', 'country road', 'lift kit', 'modern country rock', 'redneck']",46
485,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,3303715,"['dance pop', 'metropopolis', 'neo mellow', 'pop', 'post-teen pop', 'tropical house']",78
486,2WX2uTcsvV5OnS0inACecP,Birdy,1391438,"['folk-pop', 'neo mellow', 'pop', 'post-teen pop', 'tropical house', 'viral pop']",75
487,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,893930,"['dance pop', 'pop', 'swedish pop', 'tropical house']",87
488,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,2882498,"['folk-pop', 'indie pop', 'pop']",74
489,64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,407364,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']",82
490,738wLrAtLtCtFOLvQBXOXp,Major Lazer,1754357,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'tropical house']",85
491,1KCSPY1glIKqW2TotWuXOR,P!nk,2262674,"['dance pop', 'pop', 'pop rock', 'post-teen pop', 'r&b']",77
492,7KUri7klyLaIFXLcuuOMCd,Stargate,3144,['tropical house'],66
493,4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",929420,"['escape room', 'gangster rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",70
494,68kEuyFKyqrdQQLLsmiatm,Vince Staples,238401,"['dirty south rap', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",71
495,3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,386313,"['alternative hip hop', 'escape room', 'gangster rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",66
496,4LLpKhyESsyAXpc4laK94U,Mac Miller,1530729,"['dwn trap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music']",76
497,6aaMZ3fcfLv4tEbmY7bjRM,Isaiah Rashad,174321,"['alternative hip hop', 'dirty south rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",67
498,0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,217145,"['alternative hip hop', 'deep underground hip hop', 'dirty south rap', 'escape room', 'gangster rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'soul flow', 'southern hip hop', 'trap music', 'underground hip hop']",65
499,27w1NoOLMX7tJMYqcetPyG,Vic Mensa,159465,"['deep underground hip hop', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",65
500,3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,319774,"['deep indie r&b', 'escape room', 'hip hop', 'indie r&b', 'la indie', 'neo soul', 'pop rap', 'rap']",73
501,1FvjvACFvko2Z91IvDljrx,Mick Jenkins,116289,"['alternative hip hop', 'deep indie r&b', 'deep underground hip hop', 'drill', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']",62
502,7aA592KWirLsnfb5ulGWvU,Danny Brown,231246,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",63
503,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,468566,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",77
504,1anyVhU62p31KFi8MEzkbf,Chance The Rapper,1353194,"['pop rap', 'rap', 'trap music']",83
505,6vHBuUxrcpn1do5UaEJ7g6,Domo Genesis,56290,"['alternative hip hop', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'underground hip hop']",57
506,5XenQ7XfcvQdfIbpLEFaKQ,GoldLink,103264,"['deep indie r&b', 'escape room', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'underground hip hop']",68
507,738OS3zrCO782uDiUN9pet,Lee Ann Womack,59322,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road', 'traditional country']",52
508,2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,388086,"['dance pop', 'europop', 'hollywood', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'viral pop']",58
509,4VhL8KLjVso4vLfOLVViTb,Bridgit Mendler,488889,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",61
510,2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,169327,"['dance pop', 'europop', 'hollywood', 'pop', 'pop christmas', 'post-teen pop', 'viral pop']",54
511,6G9bygHlCyPgNGxK2l3YdE,Vanessa Hudgens,228760,"['dance pop', 'hollywood', 'pop', 'pop christmas', 'post-teen pop', 'teen pop', 'viral pop']",60
512,6sCbFbEjbYepqswM1vWjjs,Zendaya,594934,"['dance pop', 'deep pop r&b', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",57
513,5xuNBZoM7z1Vv8IQ6uM0p6,JoJo,311035,"['dance pop', 'europop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'teen pop', 'urban contemporary', 'viral pop']",67
514,4ntkql3f3ect7NDRUJ7aAY,The Cheetah Girls,107766,"[""children's christmas"", 'dance pop', 'pop', 'pop christmas', 'post-teen pop', 'teen pop', 'viral pop']",51
515,1KYszkVzlhV3rAqmAcYIgd,Victorious Cast,273389,"['dance pop', 'pop', 'pop christmas', 'post-teen pop', 'teen pop', 'viral pop']",57
516,6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,1881274,"['canadian pop', 'dance pop', 'indie poptimism', 'pop', 'pop christmas', 'post-teen pop', 'tropical house', 'viral pop']",71
517,4m4SfDVbF5wxrwEjDKgi4k,Cher Lloyd,870559,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'talent show', 'teen pop', 'viral pop']",62
518,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,2160082,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",77
519,5pUo3fmmHT8bhCyHE52hA6,Liam Payne,125594,['talent show'],35
520,2Rf4X6m0oayCJhaJ5K63GQ,Nathan Sykes,130927,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",63
521,0B3N0ZINFWvizfa8bKiz4v,James TW,49126,"['indie anthem-folk', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'teen pop', 'viral pop']",69
522,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,103441,"['neo mellow', 'pop', 'tropical house']",70
523,4kYGAK2zu9EAomwj3hXkXy,JP Cooper,53061,"['neo mellow', 'pop', 'tropical house']",79
524,3iri9nBFs9e4wN7PLIetAw,gnash,302318,"['pop', 'post-teen pop', 'teen pop']",74
525,3AVfmawzu83sp94QW7CEGm,Astrid S,103046,"['indie poptimism', 'neo mellow', 'pop', 'post-teen pop', 'tropical house', 'viral pop']",74
526,3hyEbRtp617pNCuuQjyOmc,Lost Kings,26228,"['big room', 'deep tropical house', 'edm', 'electro house', 'indie poptimism', 'progressive electro house', 'tropical house']",64
527,7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,47626,"['deep tropical house', 'indie poptimism', 'pop', 'tropical house']",75
528,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2237010,"['pop', 'pop punk', 'post-teen pop', 'teen pop', 'viral pop']",72
529,26dSoYclwsYLMAKD3tpOr4,Britney Spears,1903226,"['dance pop', 'pop', 'pop christmas', 'post-teen pop', 'r&b']",77
530,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,715801,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",74
531,21E3waRsmPlU7jZsS13rcj,Ne-Yo,1517808,"['dance pop', 'hip pop', 'pop', 'pop christmas', 'pop rap', 'post-teen pop', 'r&b', 'soul', 'urban contemporary']",77
532,23zg3TcAtWQy7J6upgbUnj,Usher,3353284,"['dance pop', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'urban contemporary']",80
533,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,1623609,"['acoustic pop', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'singer-songwriter', 'viral pop']",75
534,5DYAABs8rkY9VhwtENoQCz,Gavin DeGraw,506381,"['acoustic pop', 'dance pop', 'folk christmas', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'viral pop']",67
535,6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,554203,"['acoustic pop', 'dance pop', 'folk christmas', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'viral pop']",70
536,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,1458666,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop christmas', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'talent show', 'viral pop']",72
537,2oX42qP5ineK3hrhBECLmj,Andy Grammer,277158,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",72
538,4bYPcJP5jwMhSivRcqie2n,Adam Levine,264754,"['neo mellow', 'pop', 'pop christmas']",69
539,2NhdGz9EDv2FeUw6udu2g1,The Wanted,984406,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']",65
540,1yxSLGMDHlW21z4YXirZDS,The Black Eyed Peas,1390253,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",74
541,0jnsk9HBra6NMjO2oANoPY,Flo Rida,4242393,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house']",80
542,3GtCKJA4SkOxN65MWjm82R,Hot Shade,844,"['deep tropical house', 'edm', 'tropical house']",67
543,540vIaP2JwjQb9dm3aArA4,DJ Snake,1057613,"['dance pop', 'edm', 'electronic trap', 'pop', 'tropical house']",82
544,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,2336479,"['big room', 'edm', 'progressive house', 'tropical house']",85
545,6lB8vOoI4DRrrVxXwuV19c,Mike Perry,53906,"['deep pop edm', 'edm', 'pop', 'tropical house']",74
546,6i1GVNJCyyssRwXmnaeEFH,Syn Cole,30660,"['big room', 'deep big room', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'tracestep', 'tropical house']",68
547,4sTQVOfp9vEMCemLw50sbu,Galantis,739091,"['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'tropical house']",78
548,1LOB7jTeEV14pHai6EXSzF,Cash Cash,158973,"['big room', 'dance pop', 'edm', 'electro house', 'electropowerpop', 'indie poptimism', 'pop', 'pop punk', 'tropical house']",70
549,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,1115323,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'tropical house']",78
550,6cEuCEZu7PAE9ZSzLLc2oQ,R3hab,381806,"['big room', 'brostep', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'house', 'progressive electro house', 'tropical house']",75
551,1HxJeLhIuegM3KgvPn8sTa,Jack Ü,489226,"['bass trap', 'edm', 'electro house', 'electronic trap', 'tropical house']",70
552,5R3Hr2cnCCjt220Jmt2xLf,Dillon Francis,360860,"['bass trap', 'big room', 'brostep', 'deep big room', 'edm', 'electro house', 'electronic trap', 'house', 'moombahton', 'progressive electro house', 'progressive house', 'tropical house']",69
553,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,783874,"['edm', 'tropical house']",80
554,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,308440,"['deep tropical house', 'edm', 'house', 'pop', 'tropical house']",74
555,1vCWHaC5f2uS3yhpwWbIA6,Avicii,5581874,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",77
556,1xU1V8I8pFrMOjtuSmjPBs,Love & The Outcome,21269,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",50
557,39xmI59WrIMyyJjSDq6WCu,Crowder,67117,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",58
558,5wpEBloInversG3zp3CVAk,Jeremy Camp,188974,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",57
559,0XFBXku1ro7p7bjFQk98o6,Christy Nockels,42379,"['alternative ccm', 'anthem worship', 'ccm', 'christelijk', 'christian alternative rock', 'christian music', 'christian relaxative', 'christian rock', 'deep ccm', 'world worship', 'worship']",48
560,1dPl8axUL09mso0myZqPZW,Matt Maher,83856,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",56
561,0XJ5RIvhlOL0harjI9jZvX,I AM THEY,29406,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'christian uplift', 'indiecoustica', 'worship']",49
562,4yMGs8CtlMVF7RV2XU539m,Jimmy Needham,45235,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian hip hop', 'christian music', 'christian rock', 'christian uplift', 'neo mellow', 'worship']",46
563,7o9BrJpGzDJxWSGpAViJu4,Citizen Way,18781,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",51
564,0qKOMcuFgagNQJWHHK7NY6,Laura Story,47469,"['alternative ccm', 'anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian relaxative', 'christian rock', 'world worship', 'worship']",49
565,6KVnMm856M8CHHBCw53Ihh,Natalie Grant,62064,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",52
566,61fqRzZ9aHyPeTdUIqEEFx,Kristian Stanfill,52799,"['alternative ccm', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",60
567,0TgNiaeQaWssaH9aWjbqnA,Jordan Feliz,31746,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'worship']",54
568,0oM8RWZXhJYSnzGdepP7fM,Aaron Shust,38814,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",55
569,0alRw2BasYQZdFSJLfLbIY,Shawn McDonald,48661,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian hip hop', 'christian music', 'christian rock', 'christian uplift', 'deep ccm', 'indiecoustica', 'neo mellow', 'worship']",45
570,5XlSS9O4eHRiJ0hKzbaFQ2,Kari Jobe,274493,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",64
571,29ywwKkxfoH7iWwNY1UezA,Francesca Battistelli,140139,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'pop christmas', 'worship']",57
572,4HKCjseZVD2vG7EJG3yLwt,Jonny Diaz,19090,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'worship']",48
573,5ThfTvfTCfzJAEvtEI2Jf8,Chris August,40029,"['anthem worship', 'ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'neo mellow', 'worship']",43
574,6e8OTLDQpaz1Tl2GEaxsNj,Matthew West,124882,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'pop christmas', 'worship']",55
575,25Kfw0CRHgjl9oCgMfEYz7,Sara Groves,18714,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian rock', 'indiecoustica', 'worship']",40
576,6tbjWDEIzxoDsBA1FuhfPW,Madonna,1388127,"['dance pop', 'europop', 'new wave pop', 'pop', 'pop rock']",72
577,6prmLEyn4LfHlD9NnXWlf7,Adam Lambert,417037,"['dance pop', 'idol', 'pop', 'post-teen pop', 'viral pop']",65
578,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,302346,"['australian dance', 'australian pop', 'dance pop', 'disco house', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop christmas', 'pop rock', 'synthpop', 'vocal house']",63
579,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,494193,"['canadian pop', 'dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b']",70
580,2SdOKxC1sSxEyv8JYERaNe,RuPaul,121581,"['dance pop', 'escape room', 'pop', 'pop christmas', 'post-teen pop', 'soul christmas', 'strut', 'vocal house']",61
581,13saZpZnCDWOI9D4IJhp1f,Lily Allen,710007,"['dance pop', 'europop', 'folk-pop', 'hollywood', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",68
582,1xcMOgFUM1IYZE22YjCvsL,Tei Shi,40477,"['deep indie r&b', 'escape room', 'gauze pop', 'indie poptimism', 'indie psych-rock', 'indie r&b', 'indietronica', 'shimmer pop', 'shimmer psych', 'synthpop', 'vapor pop', 'vapor soul']",57
583,6XZYAWJLL8UIbxAqjKj3cg,SOHN,144143,"['chamber pop', 'chillwave', 'deep indie r&b', 'indie folk', 'indie poptimism', 'indie r&b', 'indietronica', 'shimmer pop', 'tropical house', 'vapor soul']",61
584,0bdfiayQAKewqEvaU6rXCv,MØ,502681,"['indie r&b', 'pop', 'tropical house']",82
585,27ze6hCgfr3HcDZAHY60pg,Låpsley,125751,"['deep indie r&b', 'gauze pop', 'indie anthem-folk', 'indie folk', 'indie r&b', 'indietronica', 'tropical house', 'vapor soul']",60
586,2xe8IXgCTpwHE3eA9hTs4n,Banks,535296,"['alternative r&b', 'deep indie r&b', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'tropical house', 'vapor soul']",69
587,23IZADrJHPStZ6aMxJVq3s,Jarryd James,68610,"['deep australian indie', 'deep indie r&b', 'indie anthem-folk', 'indie folk', 'indie poptimism', 'indie r&b']",60
588,4u5smJBskI6Adzv08PuiUP,Kiiara,188360,"['indie poptimism', 'pop', 'tropical house']",73
589,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,473569,"['gauze pop', 'indie pop', 'indie r&b', 'indietronica', 'shiver pop']",71
590,39vA9YljbnOApXKniLWBZv,Sylvan Esso,184621,"['chamber pop', 'chillwave', 'etherpop', 'folk-pop', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'shimmer pop', 'stomp and holler', 'synthpop', 'vapor soul']",63
591,11gWrKZMBsGQWmobv3oNfW,Alison Wonderland,102850,"['aussietronica', 'bass trap', 'brostep', 'deep australian indie', 'edm', 'electro house', 'electronic trap', 'escape room', 'moombahton', 'vapor twitch']",58
592,2i9uaNzfUtuApAjEf1omV8,Wet,115661,"['deep indie r&b', 'indie folk', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'shimmer pop', 'vapor soul']",62
593,7wFDo161xYdeaiLz3KIHoM,Gallant,114099,"['deep indie r&b', 'indie poptimism', 'indie r&b', 'pop']",62
594,4AVFqumd2ogHFlRbKIjp1t,Alesso,807433,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'tropical house']",75
595,4D75GcNG95ebPtNvoNVXhz,Afrojack,905599,"['big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",72
596,1bj5GrcLom5gZFF5t949Xl,Martin Solveig,253696,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'tropical house', 'vocal house']",72
597,5ChF3i92IPZHduM7jN3dpg,Nicky Romero,537445,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'progressive house', 'tracestep', 'tropical house']",65
598,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,1727341,"['big room', 'brostep', 'dance pop', 'deep big room', 'edm', 'electro house', 'house', 'trance', 'tropical house']",78
599,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,1801333,"['big room', 'dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive electro house', 'progressive house', 'tropical house']",67
600,6VD4UEUPvtsemqD3mmTqCR,Deorro,403998,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'melbourne bounce', 'pop', 'progressive electro house', 'tropical house']",73
601,1IELhvOMg5VQlU7syRm6CS,CAZZETTE,222656,"['big room', 'brostep', 'complextro', 'dance pop', 'deep big room', 'deep tropical house', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",63
602,3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,692119,"['dance pop', 'deep euro house', 'edm', 'pop', 'tropical house']",80
603,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,234927,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",71
604,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,8473473,"['dance pop', 'edm', 'pop', 'tropical house']",83
605,73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,918523,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",72
606,6BrvowZBreEkXzJQMpL174,Hardwell,1455790,"['big room', 'deep big room', 'dutch house', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'tropical house']",72
607,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,1269044,"['dance pop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop']",80
608,0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,685655,"['dance pop', 'hip pop', 'indie r&b', 'neo mellow', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",67
609,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,449475,"['crunk', 'dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",72
610,6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,328235,"['boy band', 'dance pop', 'europop', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",67
611,4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,359092,"['dance pop', 'hip pop', 'indie r&b', 'motown', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'pop rock', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",64
612,7r8RF1tN2A4CiGEplkp1oP,Ginuwine,333130,"['crunk', 'dance pop', 'deep pop r&b', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'pop rap', 'quiet storm', 'r&b', 'rap', 'soul', 'soul christmas', 'southern hip hop', 'urban contemporary']",66
613,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,163572,"['dirty south rap', 'dwn trap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']",71
614,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,431639,"['dance pop', 'europop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'r&b', 'talent show', 'urban contemporary', 'viral pop']",67
615,7sfgqEdoeBTjd8lQsPT3Cy,Emeli Sandé,924189,"['dance pop', 'neo mellow', 'pop', 'pop christmas', 'r&b']",71
616,2wY79sveU1sp5g7SokKOiI,Sam Smith,3133655,"['dance pop', 'neo mellow', 'pop', 'post-teen pop']",79
617,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,914201,"['dance pop', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'teen pop', 'viral pop']",72
618,2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,573351,"['acoustic pop', 'dance pop', 'folk christmas', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'post-teen pop', 'singer-songwriter', 'viral pop']",68
619,3LpLGlgRS1IKPPwElnpW35,James Morrison,474974,"['acoustic pop', 'folk christmas', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'viral pop']",65
620,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,2181617,"['dance pop', 'pop', 'r&b', 'soul']",75
621,4fwuXg6XQHfdlOdmw36OHa,Paloma Faith,320543,"['dance pop', 'europop', 'neo mellow', 'pop']",61
622,4EzkuveR9pLvDVFNx6foYD,James Bay,1008845,"['folk-pop', 'neo mellow', 'pop', 'pop rock', 'singer-songwriter', 'tropical house', 'viral pop']",75
623,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,1561622,"['canadian pop', 'candy pop', 'dance pop', 'neo mellow', 'pop', 'pop christmas', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",73
624,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,87256,"['crunk', 'dirty south rap', 'dwn trap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",66
625,7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,165026,"['dwn trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",69
626,0KpCz7V5XRkqKuM1JDf56O,Cousin Stizz,26029,"['deep underground hip hop', 'dwn trap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",57
